epoch,train_loss,val_loss,dice_score,lr,lambda_ce,lambda_dice,class_weights,threshold,include_background,normalization_type
47,0.5969012543559075,0.5953082382678986,0.4023427963256836,0.35,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
85,0.5946602106094361,0.6003863692283631,0.39946499466896057,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
48,0.559403757750988,0.5511480510234833,0.4486994743347168,0.35,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
86,0.5946598798036575,0.60037180185318,0.39946502447128296,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
49,0.5248149894177914,0.5075080782175064,0.49299153685569763,0.35,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
87,0.5946594625711441,0.6003830671310425,0.39946502447128296,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
50,0.5221873961389065,0.5100915104150772,0.4899381101131439,0.35,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
88,0.5946591019630432,0.6003871560096741,0.3994550108909607,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
89,0.5946587383747101,0.6003874063491821,0.3994550108909607,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
51,0.509520273655653,0.5083670139312744,0.4915430545806885,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
90,0.5946583360433578,0.6003971338272095,0.39942869544029236,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
52,0.5058111540973187,0.5025618314743042,0.4973379969596863,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
53,0.4973697856068611,0.5027949333190918,0.4971544146537781,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
91,0.5946579724550247,0.6003964304924011,0.39941221475601196,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
54,0.48517693802714346,0.4894880384206772,0.510616660118103,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,True,instance_norm
92,0.5946575611829757,0.6003885865211487,0.3994549810886383,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
55,0.4800864435732365,0.4909470468759537,0.5089908838272095,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,True,instance_norm
93,0.5946572005748749,0.6003870368003845,0.3994550108909607,0.3,N/A,N/A,"[1.0, 1.0, 1.0]",0.6,True,instance_norm
56,0.47651635482907295,0.4883850604295731,0.511708676815033,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,True,instance_norm
57,0.474661573022604,0.4901814341545105,0.5098648071289062,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,True,instance_norm
58,0.7096348255872726,0.7305818140506745,0.511640191078186,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
59,0.7073766022920609,0.7248391807079315,0.5155900716781616,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
60,0.7070510685443878,0.7271205246448517,0.5140437483787537,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
61,0.705351373553276,0.7306602239608765,0.5116122364997864,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
62,0.7059969022870064,0.736024272441864,0.5080177187919617,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
63,0.7069040790200234,0.7290794134140015,0.5126731991767883,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
64,0.705382126569748,0.731677508354187,0.5111673474311829,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
65,0.705895884335041,0.729767382144928,0.5124752521514893,0.5,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
66,0.7048861354589462,0.726905369758606,0.514434278011322,0.35,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
67,0.6396890178322792,0.6078535914421082,0.5940404534339905,0.24499999999999997,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
68,0.5274522192776203,0.5577013283967972,0.6276703476905823,0.24499999999999997,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
69,0.5034883640706539,0.5452217012643814,0.6360396146774292,0.24499999999999997,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
70,0.4978351540863514,0.5522338181734086,0.6310510039329529,0.24499999999999997,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
71,0.49192303270101545,0.5287268787622452,0.6468077898025513,0.24499999999999997,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
72,0.4851441614329815,0.4849418938159943,0.6763150691986084,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
73,0.3919205226004124,0.4383749395608902,0.7072601318359375,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
74,0.36907998099923134,0.3065912902355194,0.7957714796066284,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
75,0.22427528128027915,0.29371067583560945,0.8039079904556274,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
76,0.2168453436344862,0.26644208282232285,0.8221883773803711,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
77,0.21695858165621756,0.2937143623828888,0.8039137721061707,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
78,0.21356003321707248,0.2732893377542496,0.8175543546676636,0.36749999999999994,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
79,0.20990425497293472,0.2572967827320099,0.8282297253608704,0.2572499999999999,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
80,0.20876687802374364,0.2642990618944168,0.8234726786613464,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.4,False,instance_norm
81,0.20536129288375377,0.2746077448129654,0.8165501356124878,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
82,0.20456598587334157,0.2590780660510063,0.8269208073616028,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
83,0.20228034555912017,0.2606470450758934,0.8259093165397644,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
84,0.20155490338802337,0.25489097982645037,0.8296710848808289,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
85,0.19950784966349602,0.25802512019872664,0.8275820016860962,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
86,0.19799284189939498,0.2587770834565163,0.8272527456283569,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
87,0.19639197401702405,0.26942335814237595,0.820012092590332,0.18007499999999993,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
88,0.19707846716046334,0.259673984348774,0.8265083432197571,0.27011249999999987,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
89,0.19641901627182962,0.2699679031968117,0.8196914792060852,0.27011249999999987,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
90,0.19747900553047656,0.26355114579200745,0.8238085508346558,0.4051687499999998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
91,0.20056323446333407,0.26340726763010025,0.8240029215812683,0.4051687499999998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
92,0.2001106720417738,0.2652288779616356,0.8228172063827515,0.4051687499999998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
93,0.1986008144915104,0.26501712650060655,0.8230654001235962,0.28361812499999983,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
94,0.1958380427211523,0.26329026371240616,0.824103057384491,0.28361812499999983,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
95,0.1935332678258419,0.2604512423276901,0.8261343240737915,0.19853268749999986,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
96,0.1925728175789118,0.2643082484602928,0.8235328793525696,0.2977990312499998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
97,0.19270378723740578,0.25910337269306183,0.8268983960151672,0.2977990312499998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
98,0.19427015483379365,0.2711259201169014,0.8188910484313965,0.2977990312499998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
99,0.19329382702708245,0.2619255527853966,0.8250166177749634,0.2977990312499998,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
100,0.19276128932833672,0.25967879593372345,0.8266472816467285,0.20845932187499985,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
101,0.19100473448634148,0.25869268029928205,0.8272110223770142,0.20845932187499985,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
102,0.19043915420770646,0.2674229547381401,0.8213666677474976,0.20845932187499985,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
103,0.18935452550649642,0.2542687490582466,0.8301603198051453,0.20845932187499985,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
104,0.18845439441502093,0.2644300267100334,0.8235163688659668,0.14592152531249988,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
105,0.1878530088812113,0.26482140123844145,0.8232024908065796,0.14592152531249988,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
106,0.18674372509121895,0.27165559530258176,0.8184725046157837,0.14592152531249988,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
107,0.18678718619048595,0.2622187539935112,0.8248990178108215,0.2188822879687498,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
108,0.1862166676670313,0.26307049095630647,0.8242473602294922,0.2188822879687498,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
109,0.1856070589274168,0.26515634506940844,0.8228690028190613,0.2188822879687498,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
110,0.1857979442924261,0.26584911048412324,0.8224013447761536,0.2188822879687498,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
111,0.18617697879672052,0.2597298711538315,0.8264867067337036,0.2188822879687498,N/A,N/A,"[1.0, 1.0, 1.0]",0.5,False,instance_norm
